小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
绿洲康城亲水湾,2室2厅,90.29,浦东,低区/15层,朝南,500,55377,2010年建
凌云公寓（浦东）,2室2厅,93.21,浦东,低区/18层,朝南北,495,53105,1998年建
康乐花园（浦东）,2室2厅,101.33,浦东,高区/6层,朝南,730,72041,1998年建
崂山二村,2室1厅,49.16,浦东,低区/6层,朝南,380,77298,1988年建
双桥小区,3室2厅,100.32,浦东,低区/6层,,650,64792,2003年建
荷三小区,2室1厅,67.39,浦东,高区/6层,朝南,350,51936,1994年建
飞旺家园,3室2厅,128.2,浦东,低区/12层,朝南北,830,64742,2000年建
杉林新月（环林东路799弄）,2室2厅,79.1,浦东,低区/16层,朝南,450,56890,2004年建
东靖苑,3室2厅,100.05,浦东,低区/6层,朝南北,520,51974,2001年建
中冶尚城,3室2厅,130.52,浦东,高区/10层,朝南,850,65124,2010年建
恒大华城梅山苑,2室1厅,64.53,浦东,低区/6层,朝南,420,65086,1996年建
杉林新月（环林东路799弄）,1室1厅,61.64,浦东,低区/14层,朝南北,320,51914,2004年建
恒大华城新华苑,2室1厅,70.59,浦东,低区/6层,朝南,470,66581,1998年建
连城新苑,3室2厅,125.75,浦东,低区/11层,朝南北,680,54075,2006年建
潍坊三村,1室0厅,32.75,浦东,中区/5层,朝南,245,74809,1981年建
洋泾花园城,2室2厅,89.5,浦东,中区/6层,朝南北,660,73743,1996年建
潍坊八村,2室1厅,51.6,浦东,高区/6层,朝南北,385,74612,1984年建
紫竹华庭,3室2厅,110.67,浦东,低区/14层,朝南北,840,75901,2003年建
安泰公寓,2室2厅,81.49,浦东,高区/20层,朝南,650,79764,1995年建
杉林新月（环林东路875弄）,1室1厅,62.7,浦东,中区/12层,朝南,363,57894,2006年建
德州六村,3室1厅,54.69,浦东,高区/6层,,330,60340,1988年建
潍坊八村,1室1厅,40.8,浦东,高区/6层,朝南,290,71078,1984年建
金鹏苑,2室2厅,81.66,浦东,高区/6层,朝南,500,61229,1997年建
梅园三街坊,2室1厅,59.39,浦东,高区/6层,朝南,530,89240,1985年建
桃林一小区,2室1厅,67.11,浦东,高区/6层,朝南北,700,104306,1995年建
竹园新村（浦东）,2室1厅,49.99,浦东,高区/6层,朝南,399,79815,1989年建
德州五村,1室1厅,61,浦东,中区/6层,朝南,310,50819,1994年建
第五大道,3室2厅,144.52,浦东,低区/15层,朝南,1340,92720,
潍坊八村,2室1厅,49.54,浦东,高区/6层,朝南,380,76705,1984年建
云台二小区,3室1厅,71.15,浦东,高区/6层,朝南北,395,55516,1996年建
潍坊七村,3室0厅,68.93,浦东,中区/6层,,570,82692,1983年建
上浦小区,3室1厅,91.7,浦东,高区/6层,朝南北,330,35986,
莱阳路218号,2室1厅,73.81,浦东,中区/14层,朝南,350,47419,1998年建
银杏苑（三林）,3室1厅,81.65,浦东,中区/6层,,450,55113,1999年建
上钢二村,2室1厅,71.64,浦东,中区/4层,朝南北,470,65605,1959年建
东一小区,2室1厅,70.69,浦东,高区/6层,朝南,330,46682,1995年建
金地湾流域（公寓）,4室2厅,92.07,浦东,高区/6层,朝南北,1100,119474,2009年建
莲溪六村,2室1厅,54.89,浦东,中区/6层,朝南,320,58298,1994年建
金杨二街坊,2室1厅,60.06,浦东,高区/6层,朝南,370,61605,
绿地威廉公寓,2室2厅,87.02,浦东,中区/16层,朝南北,520,59756,2005年建
京城大厦,3室2厅,116.07,浦东,低区/28层,,820,70647,2002年建
双桥小区,3室2厅,100.32,浦东,中区/6层,朝南北,660,65789,2003年建
双桥小区,2室1厅,76.45,浦东,高区/6层,朝南,490,64094,1998年建
凤凰大厦（浦东）,1室1厅,82.68,浦东,中区/30层,,630,76197,
罗山二村,2室1厅,61.82,浦东,高区/6层,朝南北,310,50145,1990年建
博文园,2室2厅,97.97,浦东,中区/6层,朝南,650,66346,1999年建
华丰新苑,2室2厅,107.02,浦东,低区/9层,朝南北,650,60736,2003年建
昌里花园,3室2厅,126.25,浦东,低区/12层,朝东南,800,63366,1998年建
中冶尚城,3室2厅,131,浦东,低区/11层,朝南北,810,61832,2010年建
浦三路628弄,2室1厅,51.32,浦东,高区/6层,朝南北,322,62743,1993年建
新沪东公寓,2室2厅,92.07,浦东,低区/18层,朝南,680,73856,2006年建
金桥新村四街坊（长岛路1203弄）,2室1厅,65.5,浦东,高区/6层,朝南,380,58015,1997年建
朱家门小区,2室2厅,81.44,浦东,高区/6层,朝南,390,47888,1992年建
凌兆新村（上浦路336弄）,2室1厅,95.97,浦东,高区/7层,朝南,450,46889,1995年建
昌里众盛苑,2室2厅,94.91,浦东,高区/6层,朝南,570,60056,2000年建
南码头路240弄,2室1厅,50.73,浦东,中区/6层,朝南,360,70963,1985年建
凌云公寓（浦东）,2室2厅,103.12,浦东,低区/18层,朝南北,520,50426,1999年建
京浦小区,2室1厅,52.49,浦东,高区/6层,朝南,299,56963,1994年建
寿光路161弄,2室1厅,70.88,浦东,中区/6层,朝南,345,48673,1994年建
御桥花园,2室2厅,65.24,浦东,低区/6层,朝南北,375,57480,1996年建
梅园三村,1室0厅,37.89,浦东,低区/11层,朝南,390,102929,
晶波坊,2室1厅,63.56,浦东,高区/6层,朝南,320,50346,1997年建
环球翡翠湾花园（公寓）,2室2厅,95.93,浦东,高区/15层,朝南北,620,64630,2006年建
临沂七村,2室1厅,51.58,浦东,高区/6层,朝南北,295,57192,
海宏大厦,3室2厅,107.86,浦东,高区/24层,朝东南,650,60263,1997年建
潍坊三村,2室0厅,51,浦东,中区/6层,朝南北,340,66666,1976年建
绿地威廉公寓,4室2厅,163.88,浦东,低区/15层,朝南北,1000,61020,
东方晶华园,2室1厅,76.63,浦东,中区/6层,朝南北,388,50632,2009年建
东陆新村九街坊,2室1厅,68,浦东,高区/6层,朝南,330,48529,1996年建
文怡苑,3室2厅,93.93,浦东,低区/6层,朝南北,430,45778,2008年建
绿地香颂（浦东）（公寓）,3室2厅,88.75,浦东,高区/18层,朝南北,520,58591,2011年建
金利公寓,3室2厅,119.26,浦东,中区/6层,朝南北,520,43602,2008年建
金利公寓,2室1厅,78.35,浦东,高区/6层,朝南北,390,49776,2008年建
长岛公寓,2室1厅,74.32,浦东,高区/25层,朝南,370,49784,2004年建
康花新村,2室2厅,90.44,浦东,高区/6层,朝南北,390,43122,1996年建
汇丽苑,2室2厅,92.47,浦东,高区/11层,朝南北,410,44338,
南码头路144弄,1室1厅,35.64,浦东,中区/5层,朝南,205,57519,
瀚盛家园,2室2厅,89.08,浦东,低区/6层,朝南北,400,44903,2009年建
绿川新苑,1室1厅,46.22,浦东,高区/6层,朝南,230,49762,1996年建
康桥花园,2室2厅,83.72,浦东,高区/6层,朝南,345,41208,1995年建
汤巷馨村（二期）,2室2厅,82.84,浦东,低区/14层,朝南北,336,40560,2010年建
罗山花苑,2室2厅,74.98,浦东,低区/6层,朝南北,685,91357,
恒大华城上河苑,2室2厅,88.09,浦东,中区/6层,朝,610,69247,2001年建
城中花园,2室2厅,107.94,浦东,高区/16层,朝南北,590,54659,2006年建
红光花苑,3室2厅,81.26,浦东,高区/5层,朝南北,315,38764,2005年建
丰怡苑,2室2厅,87.12,浦东,高区/6层,朝南,330,37878,2006年建
东方城市绿州,2室2厅,88.62,浦东,低区/13层,朝南北,480,54163,2010年建
菱翔苑,2室2厅,108.45,浦东,中区/14层,朝南北,500,46104,2009年建
金杨公寓,2室2厅,100.88,浦东,高区/24层,朝西,550,54520,1996年建
第九城市（一期）,3室2厅,177.43,浦东,中区/18层,朝南,1600,90176,
都市庭院,4室2厅,118.77,浦东,高区/6层,朝南北,900,75776,1999年建
绿地东上海,2室2厅,100.95,浦东,高区/14层,朝南北,550,54482,2007年建
名嘉新苑,3室2厅,119.08,浦东,低区/18层,朝南北,750,62982,2007年建
联洋年华,1室2厅,76.17,浦东,低区/21层,朝南,705,92556,
浦发绿城,3室2厅,97.95,浦东,中区/6层,朝南北,500,51046,2004年建
金杨新村九街坊,2室1厅,53.9,浦东,高区/6层,朝南北,290,53803,1994年建
阳光花城,2室2厅,97.62,浦东,中区/18层,朝南,680,69657,2009年建
洋泾花园城,2室2厅,92.54,浦东,高区/6层,朝南,610,65917,1997年建
新里城和合苑,2室2厅,99.61,浦东,低区/6层,朝南北,680,68266,
翰锦苑,2室2厅,96.37,浦东,中区/13层,朝南北,650,67448,2003年建
中远行家,1室2厅,76.95,浦东,高区/28层,朝南,529,68745,2004年建
地杰国际城,2室2厅,100.55,浦东,中区/26层,朝西南,615,61163,2007年建
凌高小区,1室2厅,51.31,浦东,高区/24层,朝东南,305,59442,1993年建
杉林新月（环林东路875弄）,2室2厅,89.75,浦东,低区/12层,朝南北,500,55710,2006年建
临沂八村,2室2厅,57.9,浦东,中区/6层,朝南北,355,61312,1988年建
栖山小区,2室1厅,53.23,浦东,中区/6层,朝南北,380,71388,1987年建
齐河花苑,2室1厅,65.28,浦东,中区/7层,朝南,430,65870,1997年建
金缘坊,2室2厅,88.72,浦东,低区/6层,朝,610,68755,2000年建
东方知音苑,3室2厅,114.39,浦东,低区/7层,朝南北,880,76929,2002年建
香山新村西南街坊,2室1厅,65.16,浦东,高区/6层,朝南,350,53713,1996年建
博二小区,2室1厅,61.45,浦东,中区/6层,朝南,345,56143,1995年建
大华锦绣华城（九街区）,2室2厅,84.17,浦东,低区/14层,朝南北,600,71284,2006年建
欣晟家园,3室2厅,150.11,浦东,低区/31层,朝南,850,56625,
东力新村,3室1厅,84.33,浦东,高区/6层,朝南,360,42689,2003年建
名门世家（浦东）,2室1厅,77.46,浦东,低区/12层,朝西南,520,67131,1998年建
王桥苑,2室2厅,104.67,浦东,中区/6层,朝南北,438,41845,2000年建
陆家嘴中央公寓,3室2厅,143.14,浦东,中区/18层,朝南北,1400,97806,
博山小区,1室0厅,54.87,浦东,中区/25层,,310,56497,1990年建
锦河苑,2室2厅,99.11,浦东,中区/6层,朝南,590,59529,2000年建
东方城市华庭,2室2厅,115.65,浦东,高区/12层,朝南,660,57068,2006年建
绿茵苑（浦东）,3室1厅,91.11,浦东,高区/7层,朝南,465,51037,1998年建
罗山六村,1室1厅,51.62,浦东,高区/6层,朝南,270,52305,1990年建
中星长岛苑,2室2厅,99.93,浦东,低区/6层,朝南北,650,65045,2003年建
杨高南路2326弄,2室2厅,86.07,浦东,高区/25层,朝东南,435,50540,1999年建
滨江大楼,2室2厅,80.39,浦东,低区/24层,朝南,555,69038,1997年建
华高一村,2室2厅,75.68,浦东,中区/6层,朝南北,350,46247,1996年建
杉林新月（环林东路875弄）,2室2厅,85.78,浦东,高区/12层,朝南北,512,59687,2006年建
东方城市花园（二期）,2室2厅,108.41,浦东,中区/31层,朝南,798,73609,
香梅花园,2室2厅,113,浦东,低区/37层,朝南,945,83628,2004年建
碧云新天地（一期）,2室2厅,98.54,浦东,高区/6层,朝南北,635,64440,2002年建
金谊河畔,2室2厅,113.89,浦东,高区/17层,朝南,740,64974,2008年建
界龙花苑,2室1厅,80.51,浦东,中区/6层,朝南,300,37262,1993年建
金云苑,3室2厅,142.68,浦东,中区/20层,朝南,800,56069,2004年建
桃园公寓（川沙）,3室2厅,128.02,浦东,中区/6层,朝南北,435,33979,1998年建
纯翠苑,3室2厅,135.61,浦东,高区/6层,朝南北,780,57517,2001年建
恒大华城天地苑,2室2厅,103.55,浦东,低区/9层,朝南北,660,63737,2002年建
新润花苑,3室2厅,138.29,浦东,中区/5层,朝南北,500,36155,1999年建
城市经典（一期）（公寓）,3室3厅,186.13,浦东,中区/5层,朝南北,1300,69843,2003年建
春江花悦园,1室1厅,55.26,浦东,中区/12层,朝南,350,63336,2007年建
浦发绿城,2室2厅,74.87,浦东,低区/6层,朝南北,373,49819,2004年建
三林新村（永泰路136弄）,1室1厅,51.6,浦东,中区/18层,朝南,315,61046,2012年建
东靖苑,1室1厅,59.03,浦东,高区/6层,朝南北,295,49974,2003年建
毕加索小镇（一期）（公寓）,2室2厅,93.06,浦东,中区/8层,朝南北,560,60176,2010年建
学北路20弄,2室1厅,73,浦东,高区/6层,朝南北,270,36986,1995年建
宜嘉苑,2室1厅,84.25,浦东,低区/11层,,485,57566,2003年建
思浦小区,1室0厅,34.3,浦东,中区/6层,朝北,227,66180,1986年建
凯德嘉博名邸,2室2厅,104.88,浦东,中区/16层,朝南北,870,82951,2012年建
梅园四街坊,2室0厅,48.91,浦东,低区/6层,朝南北,470,96094,
财富海景花园,3室2厅,247.94,浦东,低区/39层,朝南,2300,92764,
上南路3848弄,2室1厅,53.36,浦东,中区/6层,朝南,350,65592,1995年建
浦东世纪花园（公寓）,3室2厅,129.85,浦东,高区/11层,朝南北,1250,96264,2002年建
香梅花园,3室2厅,190.36,浦东,低区/37层,朝南北,1200,63038,2004年建
巨峰家苑（公寓）,3室2厅,144.71,浦东,高区/7层,朝南北,911,62953,2005年建
名嘉新苑,3室2厅,119.08,浦东,中区/18层,朝南北,850,71380,2007年建
万科金色城市,3室2厅,116.07,浦东,低区/18层,朝南北,830,71508,
中虹家园,2室1厅,70.79,浦东,高区/14层,朝南北,297,41955,2011年建
杨园四村,2室1厅,69.21,浦东,低区/6层,朝南北,275,39734,2003年建
锦绣华都,2室2厅,90.53,浦东,低区/18层,朝南,490,54125,2010年建
上南山水苑,2室2厅,86.72,浦东,中区/6层,朝南北,530,61116,2001年建
云锦丽苑,1室1厅,59.41,浦东,中区/5层,朝南,150,25248,2006年建
寿光路161弄,2室0厅,49.2,浦东,高区/6层,朝南,260,52845,1994年建
大华锦绣华城（十七街区）（公寓）,4室2厅,167.22,浦东,高区/16层,朝南北,1650,98672,2014年建
双秀南园,3室2厅,120.16,浦东,低区/6层,朝南,550,45772,2004年建
海联大厦,2室1厅,75.18,浦东,高区/22层,朝南,525,69832,
潼港六村,2室1厅,58.22,浦东,高区/6层,朝南,248,42597,1990年建
印象春城,2室2厅,88.23,浦东,高区/18层,朝南,425,48169,2011年建
繁荣安居,2室1厅,88.05,浦东,中区/11层,朝南,399,45315,2012年建
星颂家园,2室2厅,82.13,浦东,低区/18层,朝南,375,45659,2011年建
汇锦城（公寓）,4室2厅,194.52,浦东,低区/11层,朝南北,550,28274,2012年建
翰锦苑,2室2厅,96.3,浦东,中区/13层,朝南北,650,67497,2003年建
川杨璟苑,2室2厅,103.01,浦东,中区/11层,朝南北,480,46597,2004年建
东方天伦大厦,2室2厅,89.79,浦东,低区/4层,朝南北,750,83528,
金橘新苑,2室2厅,90.39,浦东,低区/14层,朝南北,495,54762,2006年建
惠德新邨,1室1厅,41.37,浦东,中区/6层,朝南,260,62847,1996年建
罗山六村,2室1厅,61.36,浦东,低区/6层,朝南,350,57040,1993年建
三林安居苑,2室1厅,63.82,浦东,中区/6层,朝南北,365,57192,1998年建
上南花苑,2室1厅,85.32,浦东,高区/6层,朝南,560,65635,1998年建
凌兆丁香苑,2室2厅,93.56,浦东,高区/6层,朝南北,550,58785,2005年建
浦发御园,1室2厅,67.32,浦东,低区/12层,朝南,490,72786,2013年建
凯德嘉博名邸,2室2厅,92.46,浦东,中区/16层,朝南,755,81656,2013年建
妙栏小区,2室2厅,78.95,浦东,中区/5层,朝南北,315,39898,1999年建
翰城国际,2室2厅,108.07,浦东,中区/17层,朝南北,750,69399,2005年建
张江汤臣豪园（三期）,2室2厅,88.93,浦东,低区/11层,朝南北,768,86360,2011年建
浦发绿城,2室2厅,74.82,浦东,高区/6层,朝南北,398,53194,2004年建
培花七村,2室1厅,57.78,浦东,高区/6层,,345,59709,1994年建
凌兆新村（凌兆路530弄）,2室1厅,72.5,浦东,高区/6层,朝南,375,51724,1997年建
御桥花园,2室2厅,62.24,浦东,低区/5层,朝南,355,57037,1996年建
凌兆新村（凌兆路521弄）,3室1厅,98.04,浦东,中区/6层,朝南,510,52019,1995年建
罗山四村,2室1厅,55.3,浦东,高区/6层,朝南,300,54249,1994年建
六荷苑小区,2室1厅,75.23,浦东,中区/6层,朝南,400,53170,1997年建
培花七村,2室1厅,72.48,浦东,高区/6层,朝南,400,55187,1994年建
新城碧翠,2室2厅,132.23,浦东,中区/14层,朝南北,910,68819,2012年建
上南大厦,2室1厅,80.84,浦东,高区/24层,朝西南,480,59376,1998年建
浦江东旭公寓,2室1厅,75.39,浦东,低区/7层,,370,49078,2006年建
大华锦绣华城（四街区）,1室1厅,56.15,浦东,中区/18层,朝南,420,74799,2010年建
恒大华城天地苑,2室2厅,88.5,浦东,中区/6层,朝南北,600,67796,2001年建
济阳二村,2室1厅,57.88,浦东,高区/6层,朝东,320,55286,1989年建
金谊河畔,2室2厅,105.73,浦东,低区/13层,朝南北,710,67152,
恒大华城梅山苑,1室1厅,48.11,浦东,高区/6层,朝南,285,59239,1996年建
联丰一期,2室1厅,63.5,浦东,中区/6层,朝南北,365,57480,1998年建
和憬家园,1室2厅,68.35,浦东,低区/11层,朝南北,335,49012,2009年建
碧云东方公寓,3室2厅,124.65,浦东,低区/11层,朝南,980,78620,
证大宽域,2室2厅,92.58,浦东,高区/20层,朝南,850,91812,2009年建
鑫龙佳苑,3室2厅,119.76,浦东,高区/6层,朝南北,400,33400,1997年建
张江汤臣豪园（四期）,2室2厅,90.67,浦东,低区/16层,朝南北,680,74997,2012年建
大华锦绣华城（四街区）,1室1厅,54.01,浦东,中区/18层,朝南,400,74060,2010年建
陆家嘴公馆,4室2厅,296.86,浦东,中区/19层,朝南,2500,84214,2010年建
三林苑,1室1厅,51.42,浦东,高区/6层,朝南,275,53481,1995年建
成发苑,1室2厅,71.46,浦东,中区/17层,朝南,498,69689,2005年建
世茂滨江花园,2室2厅,147.56,浦东,高区/49层,朝东南,1350,91488,
绿洲康城亲水湾,3室2厅,123.67,浦东,高区/14层,朝南北,770,62262,2010年建
金桥湾清水苑,3室2厅,80.97,浦东,高区/6层,朝南北,455,56193,1998年建
金泰小区,2室1厅,63.21,浦东,高区/7层,朝南,360,56953,1996年建
恒大华城天地苑,2室2厅,91.42,浦东,中区/11层,朝南北,690,75475,2002年建
东二小区,2室1厅,66.72,浦东,高区/6层,朝南北,340,50959,1996年建
阳光二村,2室1厅,47.6,浦东,中区/6层,朝南北,290,60924,1981年建
三林世博家园（大道站路94弄）,1室1厅,56.56,浦东,高区/6层,朝南,320,56577,2006年建
上钢二村,2室1厅,57.08,浦东,中区/5层,朝南北,350,61317,1965年建
保利御樽苑（公寓）,3室2厅,145,浦东,高区/12层,朝南北,820,56551,2011年建
万科金色雅筑,3室2厅,89.92,浦东,低区/10层,朝南北,650,72286,2008年建
新德公寓（浦东）,2室2厅,88.75,浦东,中区/6层,朝南,335,37746,1998年建
东陆新村八街坊,1室1厅,53.21,浦东,高区/6层,朝南,272,51118,1996年建
金橘新苑,1室1厅,61.65,浦东,高区/18层,朝南,375,60827,2006年建
崂山二村,2室0厅,50.06,浦东,高区/6层,朝南,360,71913,1992年建
潍坊一村,2室0厅,51.63,浦东,高区/6层,朝南北,338,65465,1985年建
