SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.067901335,69,0,0.065493451,10000,5,0,1,0,0
0,0.740635161,39,0,0.432010059,5566,7,0,1,0,0
0,0.023382944,84,0,0.00912845,4600,6,0,0,0,0
0,0.9999999,32,2,0.095584668,2060,1,0,0,0,0
0,0.003625197,78,0,726,NA,8,0,1,0,NA
0,0.092287617,61,0,0.229436075,7500,23,0,2,0,2
0,0,37,0,0.177007047,7236,5,0,1,0,3
0,0.9999999,33,1,0.257707218,5416,2,2,1,0,1
0,0.057867667,81,0,0.145685279,3939,13,0,0,0,0
0,0.07807727,60,0,0.566105156,3917,14,0,1,0,2
0,0.201943642,46,0,0.394460554,10000,15,0,2,0,3
0,0.077958915,57,0,0.053530226,6500,19,0,0,0,0
0,0.205676486,57,0,0.130309575,8333,8,0,1,0,0
1,0.9999999,32,0,0.006731051,3416,1,0,0,0,3
1,0.57985084,42,0,0.594224361,2700,8,0,0,0,0
0,0.073393457,38,1,0.384761524,10000,9,0,2,0,0
0,0.079178219,82,0,0.176964607,5000,3,0,1,0,0
0,0.073123172,33,0,0.216405216,5290,9,0,0,0,0
0,0.745173448,68,0,0.168767792,4917,4,0,1,0,0
0,0.10088331,52,1,0.280494456,5500,6,1,1,0,2
0,0.347665233,46,0,0.041583367,2500,1,0,0,0,1
0,0.102031508,66,0,90,NA,4,0,0,0,0
0,0.354125994,57,0,0.558762411,4330,4,0,1,0,0
0,0.029643294,50,0,0.399106478,9400,15,3,4,0,0
0,0.540204354,34,0,0.034395414,7500,3,1,0,0,0
0,0.640927271,53,4,0.52409692,11266,17,0,2,0,3
0,0.058271403,76,0,0.374304267,4311,7,0,1,0,0
0,0.719305764,64,0,0.186225718,6228,5,0,1,0,0
0,0.045017363,72,0,0.020763907,3900,8,0,0,0,0
0,0.35592819,48,0,0.478090767,7667,17,0,2,0,0
0,0.57762185,71,1,0.4925,6399,14,0,2,0,1
0,0.015054291,59,0,929,NA,11,0,1,0,2
0,0.320593837,53,0,1.114622389,5600,14,0,1,0,1
0,0.047587303,34,0,997,NA,4,0,0,0,NA
0,0.173428408,51,1,0.086269282,5250,11,0,0,0,0
0,0.401789055,55,0,0.412779302,2550,11,0,0,0,0
0,0.301152442,46,0,0.254661625,7668,10,0,1,0,3
0,0,27,2,0.229139073,2264,5,2,0,1,0
0,0.067512585,43,0,0.44723563,9115,4,0,2,0,0
0,0,75,0,0.205971968,1640,4,0,0,0,1
0,0.993335555,31,0,0.068227425,4484,6,0,0,0,1
0,0.138793584,43,0,0.384074741,11666,9,0,5,0,0
0,0.193584801,51,0,0.532754538,3800,13,0,2,0,0
0,0.001124859,28,1,0.057990335,6000,8,1,0,0,0
0,0.485558448,51,0,0.09963548,6583,5,0,0,0,0
0,0.979521555,55,1,0.467850417,7433,11,0,2,2,0
0,0.090641506,69,0,0.016683267,4015,2,0,0,0,0
0,0.38480769,42,0,0.533099636,7416,5,0,1,0,3
0,0.183676155,33,0,0.660528423,2497,9,0,1,0,0
0,0.018124667,60,0,0.023181455,1250,4,0,0,0,1
1,0.9999999,54,0,0.228402866,2372,2,0,0,1,0
0,0.290320472,48,0,0.262848568,7996,7,0,1,0,3
0,0.052161271,49,0,0.067629397,6993,5,0,0,0,1
0,0.9999999,73,0,8500,0,2,0,0,0,0
0,0.9999999,91,0,0,NA,3,0,0,0,NA
0,0.412657703,66,1,0.195074372,4100,7,1,0,0,0
0,0.091201293,49,1,0.568886223,5000,15,0,2,0,0
0,0.500234532,46,0,0.278025952,4700,10,0,1,0,1
1,0.913140498,37,2,1.620344914,4000,16,0,3,0,1
0,0.056390008,54,0,2126,NA,8,0,1,0,0
0,0.611388611,22,0,0.347066167,800,4,0,0,0,0
0,0.065630892,31,0,0.162635688,5250,10,0,0,0,0
0,0.499666889,39,0,0.450171821,3200,8,0,1,0,0
0,0.9999999,56,0,7,NA,1,0,0,0,0
0,0.289470539,44,0,0.4825614,8916,17,0,2,0,1
1,0.814154511,50,1,0.297139683,3600,8,0,1,1,1
0,0.016406971,55,0,0.001785714,5599,3,0,0,0,2
0,0.078497383,52,0,0.207274054,8220,5,0,1,0,3
0,0.029692431,58,2,0.287187752,6204,19,0,1,0,0
0,0.01255887,62,0,0.044762033,7416,5,0,0,0,0
0,0.062093267,42,0,0.230261579,8333,6,0,1,0,4
0,0.074201053,47,0,1215,NA,4,0,1,0,NA
0,0.551889862,42,1,0.790613718,3600,18,0,2,0,1
1,0.640058527,39,0,0.055984556,9841,9,0,0,0,2
0,0.581815774,45,0,0.724784402,8000,11,0,2,0,0
0,0,82,0,0,NA,3,0,0,0,0
0,0,64,0,3819,NA,3,0,2,0,NA
0,0.312068793,55,1,0.127071823,1266,5,0,0,0,0
0,0.266371179,58,0,0.498488489,12900,12,0,1,0,2
0,0.040186458,35,0,0.300839136,5600,8,0,2,0,1
0,0.749602291,62,0,7963,NA,7,0,2,0,3
1,0.955545894,52,1,0.524949909,10480,11,0,3,0,1
0,0.086635409,40,0,887,0,8,0,1,0,1
0,0.212768452,57,0,2301,NA,17,0,2,0,0
0,0.9543957,45,2,0.4842141,8836,10,0,1,0,1
0,0.188256123,27,0,0.881825173,3900,6,0,1,0,1
0,1.245847176,24,1,499,NA,4,1,0,0,NA
0,0.014049887,37,0,0.674399608,6120,9,0,1,0,0
0,0.329609837,36,0,0.437743191,3597,16,0,2,0,2
0,0.484099985,40,0,0.423251505,10794,9,0,2,0,2
0,0,86,0,2,NA,9,0,0,0,0
0,0.035113768,56,0,87,NA,11,0,0,0,0
0,0.084826988,59,0,0.53418212,3612,9,0,2,0,0
0,0.9999999,40,0,0.60616581,7200,6,0,3,0,0
0,0.152250785,49,0,0.030774358,9000,3,0,0,0,0
0,0.2128856,66,0,0.351891786,5100,10,0,1,0,0
0,0.9999999,63,3,0.200843235,5217,5,0,1,1,4
0,0.9999999,45,0,461,NA,2,0,0,0,0
0,0,30,0,0,4700,1,0,0,0,1
0,0.576284725,36,0,0.785404865,3000,10,0,1,0,1
0,0.408215982,39,0,677,NA,4,0,0,0,2
0,0,27,0,0,4500,5,0,0,0,0
0,0.10680013,44,3,0.747375437,6000,8,0,3,0,2
0,0.004552998,34,0,3,NA,2,0,0,0,0
0,0.277436128,59,0,0.388566694,3620,8,0,1,0,1
0,0.285342534,38,0,0.08951092,3250,4,0,0,0,3
0,0.162077194,38,0,0.024885359,70000,6,0,1,0,2
0,0.57073821,39,0,1314,NA,5,2,2,0,0
0,0.622524722,43,0,0.353883732,10234,8,0,1,0,0
0,0.113165062,57,0,3169,NA,16,0,1,0,3
0,0,75,0,0.527431421,801,4,0,1,0,0
0,0.732711215,29,0,0.338531127,8400,10,0,1,0,0
0,0.486651335,55,0,0.324741695,9000,10,0,2,0,0
0,0.584844623,60,0,0.293637575,6003,11,0,1,0,0
0,0.875440658,37,0,0.437717467,1436,5,0,0,0,1
0,0.043861767,69,0,0.064119265,6908,7,0,1,0,0
0,0.03929607,48,0,0.480393478,7420,10,0,2,0,0
1,0.339503567,89,1,0.549380248,2500,9,3,0,1,0
0,0.064835195,56,2,0.197624587,8166,10,0,1,0,0
0,0.008684579,75,0,0.0013269,8289,5,0,0,0,0
0,0.9999999,55,1,0.138721351,4144,1,0,0,0,0
0,0.503587987,63,0,1.308922769,4000,16,0,1,0,0
0,0.000309046,49,0,562,NA,10,0,1,0,NA
0,0.697812691,31,0,0.236980252,12000,10,0,0,0,1
0,0.650432993,61,0,0.368063194,10000,10,0,1,0,1
0,0.30248201,46,0,0.348057208,7900,12,0,1,0,2
0,0.9999999,40,0,0.185755935,2400,1,2,0,0,0
0,0.159116246,91,0,0.184123484,1813,6,0,0,0,0
0,0.768537191,46,0,2568,NA,5,0,0,0,0
0,0.155644438,56,0,0.336831584,2000,5,0,1,0,0
0,0.836294011,29,3,0.260170076,4350,8,0,1,0,1
0,0.293041811,45,0,0.373940678,3775,5,0,1,0,3
0,0.9999999,49,1,0.098937721,4800,1,0,0,0,4
0,0.271898248,64,0,556,NA,3,0,1,0,NA
0,0,51,0,0.238076192,10000,6,0,1,0,0
0,0.291956248,45,0,1021,NA,5,0,0,0,NA
0,0.106531463,78,0,0.024303074,5595,9,0,0,0,0
0,0.250818316,36,0,0.240143984,5833,6,0,2,0,1
0,0.181579946,54,0,0.3539428,6048,9,0,1,0,1
0,0.002964536,67,0,0.349026844,16800,14,0,5,0,0
0,0.048911121,63,0,0.102800764,6283,4,0,0,0,1
1,0.517045364,61,0,0.572590321,7500,20,0,2,0,0
0,0.024100447,86,0,0.010791367,2223,6,0,0,0,0
0,0.122976319,50,0,0.454103343,3289,6,0,1,0,1
1,0.387065977,51,0,0.350874186,5833,12,0,1,2,1
0,0.021741679,70,0,0.187762448,5000,11,0,1,0,0
0,0.269257489,44,0,0.607594937,1500,7,0,0,0,3
0,0.996301651,39,2,0.306101912,10930,17,0,0,0,1
0,0.019153961,49,0,0.201025979,33333,6,0,3,0,4
0,0.008665511,58,0,1.908629442,6500,17,0,5,0,0
0,0.155742213,39,0,723,0,13,0,0,0,2
0,0.733914381,33,0,0.158975542,4333,7,1,0,0,1
0,0.210442588,53,0,0.513602495,5770,10,0,2,0,1
0,0.095634788,36,0,0.175266904,2247,4,0,0,0,1
0,0.124801376,62,0,0.566894457,6584,15,0,2,0,0
0,0.016995185,62,0,0.002301937,5212,4,0,0,0,0
0,0.964038058,29,1,0.263516583,2200,6,0,0,0,0
0,0.211206477,44,1,0.2138395,2080,13,1,0,1,0
0,0.184476515,32,0,0.444956049,7166,11,0,2,0,0
0,0,52,0,0.444444444,3500,5,0,2,0,1
0,0.086605363,69,0,73,NA,2,0,0,0,NA
0,0.069069784,71,0,1468,NA,3,0,1,0,NA
0,0.187090597,63,0,0.506873282,4000,10,0,2,0,1
0,0.732202177,44,0,0.258576628,12912,26,0,0,0,0
0,0.392141112,54,0,1.383017398,3850,18,0,2,0,2
0,0.063688754,41,0,0.266876688,6665,8,0,0,0,1
0,0.616982372,32,1,0.191649336,6250,10,0,0,0,2
0,0.288541381,87,1,0.571428571,1700,23,0,0,0,0
0,0.221106801,43,0,0.157212981,7333,5,0,1,0,0
0,0.193612774,47,0,0.020146833,5856,1,0,0,0,3
0,0.014441183,75,0,0.145703611,16059,8,0,1,0,0
0,0.531963331,64,2,0.480082158,18500,19,0,3,0,1
0,0.346960384,41,0,1.432686655,1700,13,0,3,0,2
0,0.024305835,30,0,1581,NA,6,0,1,0,0
0,0.9999999,40,0,2866,0,2,0,2,0,0
0,0,56,0,0,6200,2,0,0,0,0
0,0.65854007,55,0,0.489714904,5541,6,0,1,0,0
0,0.104693763,36,0,0.297372704,4300,8,0,1,0,1
0,0.046740048,57,0,0.404799866,11916,13,0,3,0,0
0,0.057887851,56,0,0.238127698,4400,13,0,1,0,1
0,0.883182488,49,0,0.183736947,4500,18,0,0,0,2
0,0.005326455,53,0,79,0,4,0,0,0,0
0,0.088809584,51,0,0.295480067,7123,12,0,1,0,0
0,0.021319787,64,0,0.24496788,2334,13,0,1,0,0
0,0.281880372,28,0,0.179975176,2416,7,0,0,0,0
0,0.063062463,54,0,4659,NA,5,0,2,0,0
0,0,53,0,2719,NA,5,0,1,0,0
1,0.402345742,37,0,0.337622356,12667,16,0,2,0,3
0,0.143316879,70,3,4294,NA,16,0,5,1,0
0,0.334295645,48,0,5368,NA,13,0,2,0,0
0,0.010350125,52,0,0.258589038,3812,6,0,1,0,1
0,0.336596148,36,0,0.08037225,1181,2,0,0,0,0
0,0.044842922,51,0,0.23358954,11318,5,0,1,0,2
0,0.007712359,69,0,0.156614462,3000,6,0,0,0,0
0,1.011332794,52,0,10.80049875,400,8,0,1,0,2
0,0.066778859,67,0,84,NA,7,0,0,0,NA
0,0,36,0,0.370418677,7666,4,0,1,0,2
0,0,49,0,0.62273579,1600,10,0,1,0,1
1,0.314685703,51,3,0.160317928,16984,13,0,2,1,4
1,0.149314411,36,0,0.558320373,4500,9,0,3,0,0
0,0,33,0,0.238212526,2841,9,0,0,0,0
0,0.037849716,62,0,0.162891787,8741,15,0,1,0,0
0,0.281115558,69,0,0.162186181,4500,10,0,0,0,1
0,0.005196165,70,0,1514,NA,9,0,2,0,0
0,0.133688867,49,0,0.093522183,4800,7,0,0,0,2
0,0.321457844,46,2,1434,NA,6,0,1,1,0
0,0,65,0,0.416379181,6666,10,0,1,0,0
0,0.827151013,56,1,0.219974716,8700,8,0,0,1,1
0,0.442798278,51,0,2092,NA,11,0,0,0,2
0,0.025082109,57,0,0.360879707,3000,15,0,0,0,0
0,0.578849363,48,0,0.367553674,6613,10,0,1,0,1
0,0.020703507,47,0,0.645104381,3400,6,0,1,0,2
1,1.248751249,33,0,0.175120326,2700,3,2,0,0,0
0,0.9999999,75,0,8,NA,2,0,0,0,0
0,0.569824212,40,0,0.361421689,11000,18,0,1,0,2
0,0.914867126,40,0,0.517037339,4900,7,0,1,0,1
0,0.0382584,68,0,0.009831695,6000,12,0,0,0,0
0,0.964561473,35,4,0.305839582,4400,10,3,0,2,2
0,0.02731285,65,0,0.325335893,2083,6,0,0,0,0
0,0.035605591,81,0,0.017260735,7125,7,0,0,0,0
0,0.004595129,52,0,0.39095856,7166,7,0,1,0,0
0,0.042534081,69,0,0.009690817,6500,4,0,0,0,1
0,0.12136536,34,0,3300,NA,5,0,2,0,0
0,0.180162143,40,0,0.448326668,9501,15,0,2,0,1
0,0.054940099,35,0,0.662152897,5833,10,0,2,0,2
0,0.099724251,80,0,0.008908281,11000,3,0,0,0,0
0,0.030513202,68,0,48,NA,6,0,0,0,0
0,0.175434349,47,0,0.149077983,4500,9,0,0,0,0
0,0.019883105,64,0,0.028599606,6083,16,0,0,0,0
1,0.990764426,36,2,0.361340457,4117,4,0,0,0,1
0,0.386084012,49,0,0.166452387,11666,17,0,0,0,3
0,0.008287427,55,0,0.115171335,7032,8,0,1,0,0
0,0.058687793,35,0,0.335733141,8333,6,0,2,0,2
0,0.091106715,63,0,0.035418452,3500,5,0,0,0,0
0,0.023114333,64,0,0.513540291,9083,16,0,3,0,0
0,0.083426677,64,0,0.037871034,2930,7,0,0,0,2
0,0.529411765,26,1,0.017052375,820,1,0,0,0,0
0,0.192722211,77,0,0.457930642,7035,21,0,1,0,1
0,0.9999999,32,0,0.177955511,4000,1,2,0,0,0
0,0.359412083,54,0,3.874422899,1082,22,0,1,0,0
0,0.106517279,40,0,0.263151915,8800,17,0,3,0,4
0,0.07953842,53,0,2958,NA,9,0,1,0,2
1,2066,58,0,0.27112148,6000,8,1,1,0,1
0,0.01239876,50,3,0.207518671,11916,4,0,1,0,0
0,0.9999999,56,0,0.00711943,12500,2,0,0,0,2
0,0.003938695,75,0,0.199949219,7876,11,0,2,0,0
0,0.520418652,36,1,0.232918082,2648,5,0,0,0,3
0,0.160899231,33,0,0.182363527,3333,13,0,0,0,0
0,0.252505361,52,0,0.442592901,6000,13,0,1,0,2
0,0.035670256,62,0,0.427674963,9401,9,0,4,0,0
0,0.046747539,60,0,1.012368584,3233,13,0,2,0,0
0,0.009639594,52,0,0.262440354,4400,5,0,0,0,0
0,0.986400389,36,0,0.441868921,11000,8,0,2,0,0
0,0.092392056,71,2,0.190062303,13000,7,0,1,0,0
0,0.001019592,83,0,0.00019996,5000,10,0,0,0,0
0,0,76,0,272,0,6,0,0,0,0
0,0.045516721,40,0,0.090355422,11000,12,0,0,0,3
0,0.245744673,46,0,0.585122242,6707,21,0,1,0,3
0,0.292159285,78,0,605,NA,5,0,0,0,0
0,0.9999999,36,0,631,NA,1,0,1,0,0
0,0.016142473,76,0,0.668266347,1666,11,0,1,0,0
0,0.759286581,41,1,0.408475574,1698,4,0,0,0,1
0,0.189734189,60,0,0.04587156,2833,2,0,0,0,0
0,0.049082484,63,2,0.361938937,16441,12,0,1,0,1
0,1.163184115,52,0,0.319174181,4213,7,0,0,0,0
0,0.238016933,58,0,0.601017347,7666,5,0,3,0,0
0,0.410946459,56,0,0.712194056,4575,16,0,1,0,0
0,0.476535633,33,0,0.312937413,5000,4,0,1,0,0
0,0.37504998,64,0,0.011195522,2500,4,0,0,0,0
0,0.116188171,33,0,0.043739065,4000,9,0,0,0,0
0,0.018497695,40,0,64,NA,13,0,0,0,0
0,0.254548841,56,0,0.461357487,8500,15,0,2,0,4
0,0.013574112,60,0,0.711075819,17000,11,0,3,0,0
0,0.9999999,27,0,0.260763359,3274,3,0,0,1,2
0,0.029185402,41,0,0.336295473,3600,5,0,1,0,0
0,0.985092264,48,0,0.376905611,3082,4,0,1,0,0
0,0.011904653,69,0,1653,NA,20,0,2,0,0
0,0,39,0,0.735131912,6708,13,0,2,0,2
0,0.312877738,36,0,0.23072116,8000,28,0,0,0,0
0,0.714892819,34,1,0.870354941,6000,8,0,1,0,0
0,0.060867801,50,1,3074,NA,15,0,1,0,0
0,0.141853991,79,0,0.812870978,3200,8,0,2,0,0
0,0.073191767,54,0,0.020708083,4490,4,0,0,0,0
0,0.473663158,36,1,0.650674663,2000,8,0,0,0,0
1,0.987668722,39,5,0.691279186,5010,14,0,2,0,2
0,0.061214562,35,0,0.453692681,21000,7,0,2,0,0
0,0.475252475,38,1,0.428628549,2500,8,1,0,0,0
0,0.243842974,52,0,1321,NA,9,0,1,0,2
0,0.621468927,24,0,0.010079194,4166,3,0,0,0,0
0,0.084589254,76,0,0.044093178,1201,8,0,0,0,0
0,0.880239982,41,0,1290,NA,6,0,0,0,2
0,0.087182563,74,0,0.080495356,1291,6,0,0,0,0
0,0.111715105,47,0,0.315173697,16666,12,0,2,0,3
0,0,57,0,0.335066493,10000,11,0,2,0,3
0,0,63,0,0.052672049,2600,3,0,0,0,1
0,0,62,0,17,NA,4,0,0,0,0
0,0.659178931,39,0,0.285324697,5866,6,0,1,0,1
0,0.101012576,51,0,0.34037277,12500,21,0,2,0,1
0,0.471803323,60,0,0.365787835,9633,12,0,1,0,1
0,0.224822486,68,0,2284,NA,6,0,2,0,0
0,0.249922521,63,2,0.254313231,19416,18,0,2,0,1
0,0,55,0,0.369192131,7166,7,0,3,0,1
0,0.066285085,58,0,0.228999349,9213,7,0,1,0,0
0,0.025711593,55,0,0.540702656,3500,8,0,1,0,2
0,0.901509849,33,1,0.128132981,23100,8,1,1,0,0
1,0.02331266,58,0,0.632371083,4052,13,1,2,0,0
0,0.048540543,55,1,0.215576215,5700,9,0,1,0,0
0,0.077358439,44,0,0.324267573,10000,10,0,2,0,0
0,0.082452074,57,0,0.89117395,3500,12,0,1,0,1
0,0.9999999,65,0,0,615,3,0,0,0,0
0,0.14060251,56,0,0.049700447,11850,11,0,0,0,2
0,0.357285429,25,0,0.001723544,2900,1,0,0,0,0
0,0.002140517,89,1,5,0,4,0,0,0,0
1,0,32,0,0.44187375,3500,5,0,1,0,2
0,0.072377744,48,0,0.399050079,12000,9,0,2,0,0
0,0.228591229,38,1,0.181233062,2951,4,0,0,0,0
0,0,58,0,526,NA,5,0,1,0,1
0,0,59,1,0.531464095,7881,8,2,1,0,0
0,0.9999999,32,0,0.132716821,4000,1,0,0,0,1
0,0.015293506,50,0,0.372513562,1105,13,0,0,0,0
0,0.059183801,26,0,0.067061144,1520,7,0,0,0,0
0,0.211859605,55,0,0.128716003,6323,8,0,0,0,1
0,0.014688043,82,0,13,NA,4,0,0,0,0
0,0.019415751,62,0,1203,NA,9,0,1,0,0
0,0.012236873,46,0,1189,NA,6,0,1,0,0
0,0.917428326,66,1,2410,NA,7,1,2,0,0
0,0.716283716,46,0,0.26775232,5280,10,0,2,0,2
0,0.00054943,59,0,0,2236,4,0,0,0,0
0,0.004680652,29,0,0.057388522,5000,4,0,0,0,0
0,0.4275909,39,0,0.342354782,10862,14,1,2,0,0
0,0.982477859,36,0,0.508163945,3000,3,0,1,0,0
0,0.083486086,71,0,0.170705631,5611,4,0,1,0,0
0,0.01087466,82,0,0.001287001,7769,6,0,0,0,0
0,0.014646523,26,0,0.121568627,1274,7,0,0,0,0
1,1.008506531,58,3,3265,NA,20,0,0,1,0
0,0.537596973,68,0,1591,NA,8,0,1,0,NA
0,0.994428754,42,0,2336,0,11,0,2,0,3
0,0.556142972,58,0,0.177274242,3000,2,0,0,0,0
1,1.25748503,26,0,0.129805014,1794,1,2,0,1,0
0,0.031593681,33,0,523,NA,3,0,0,0,0
0,0.35407131,51,0,0.053521541,6800,5,0,0,0,0
0,0.075627307,60,0,0.193786454,8400,9,0,1,0,0
0,0.002965614,29,0,0.515939338,3230,8,0,1,0,0
0,0.020390558,79,0,0.225861336,2350,5,0,0,0,0
0,0.04564894,27,0,0.274952015,4167,21,0,1,0,0
1,0.962946947,50,0,0.68127587,4106,8,0,1,1,0
0,0.160226787,31,0,0.356018715,2350,5,0,0,0,0
0,0,45,0,0.735816454,10416,11,0,4,0,1
0,0.067400749,26,0,0.166517857,4479,10,0,0,0,0
0,0.134374585,63,0,111,NA,2,0,0,0,0
0,0.9999999,40,0,11,NA,0,0,0,0,0
0,0.013218661,57,0,0.085321957,7500,10,0,1,0,0
0,0.000358843,54,0,0.720069983,4000,11,0,0,0,0
0,0.975146408,33,0,0.332280979,3800,4,0,0,0,2
0,0.255610417,54,0,0.528550512,3414,9,0,1,0,1
0,0.9999999,24,0,0,3833,1,0,0,0,0
0,0.682708972,41,4,0.38708711,13350,8,0,4,0,1
0,0.101551406,47,0,228,NA,6,0,0,0,0
0,0.013105862,76,0,736,NA,15,0,1,0,0
0,0,87,0,2,NA,2,0,0,0,NA
0,0.040536902,34,0,0.644091034,3646,11,0,1,0,0
0,0,46,0,0.107878122,3642,11,0,0,0,4
0,0.013375668,82,0,0.002606106,8057,7,0,0,0,0
0,0.9999999,48,0,0.165213329,6421,0,1,0,0,2
0,0.19877594,83,0,0.217065334,2800,9,0,0,0,0
0,0.053596215,86,0,68,NA,6,0,0,0,1
0,0.178964154,56,0,0.552930754,6772,6,0,1,0,1
0,0,90,0,0,NA,3,0,0,0,NA
0,0.003550639,73,0,415,NA,11,0,0,0,0
0,0.715720439,33,0,1.002499107,2800,8,0,2,0,0
0,0.011343376,85,0,13,NA,5,0,0,0,NA
0,0.158100266,45,2,0.475322703,3950,19,0,1,0,1
0,0.626266154,56,0,0.142385321,5449,5,0,0,0,0
0,0,31,0,0.432783608,2000,9,0,1,0,0
0,0.48268786,30,0,0.264841895,8000,9,0,2,1,1
0,0.524915836,32,0,969,NA,6,0,0,0,0
0,0.335445712,40,0,0.344679838,4200,6,0,2,1,0
0,0.001876594,79,0,0.01332778,2400,10,0,0,0,0
0,0.235225157,37,0,0.335036659,4500,5,0,1,0,1
0,0,63,0,779,NA,6,0,1,0,0
0,0,28,0,852,NA,3,0,0,0,NA
0,0.001901275,69,0,0,5455,6,0,0,0,0
0,0.107720423,47,0,0.216280839,9200,12,0,3,0,2
0,0.01339933,71,0,0.01283697,2336,3,0,0,0,1
0,0.064097861,56,0,1387,NA,11,0,1,0,0
0,0.547124146,40,0,0.121319069,9066,6,0,0,0,4
0,0.292567833,64,0,2231,0,5,0,1,0,0
0,0.157137145,59,0,0.264911696,3000,8,0,0,0,1
0,0.042202964,28,0,0.286158631,4500,6,0,1,0,0
0,0.734284381,45,0,11311,0,6,0,2,1,0
0,0.835311508,31,1,0.332527053,7854,9,0,1,0,0
0,0.5112397,58,0,0.963084409,9453,13,0,3,0,1
1,0,44,0,6046,NA,9,0,3,0,0
0,0.037477248,37,0,0.079193665,8333,9,0,0,0,0
0,0,68,0,0.090386385,4347,5,0,0,0,0
1,0.71976008,47,0,64,NA,2,2,0,0,0
0,0.047294357,57,0,0.447142596,5476,14,0,1,0,0
0,0.328684508,51,0,1874,NA,6,0,1,0,0
0,0.028083912,50,0,0.380976732,3910,20,0,0,0,3
0,0.003888457,74,0,4,NA,3,0,0,0,0
0,0.009654537,73,0,0.122830656,18553,6,0,1,0,1
1,0.778719498,81,0,0.53801306,4287,11,0,2,0,0
0,0,58,0,0.411084131,7000,10,0,2,0,1
0,0.054449206,87,0,19,NA,1,0,0,0,0
0,0.173784093,55,0,0.196142489,15916,14,0,3,0,0
0,0.457154579,50,0,0.103425118,13400,7,0,0,0,2
0,0.119460647,34,0,0.32224953,6916,5,0,1,0,0
0,0.717853471,67,0,3174,NA,15,0,3,0,0
0,0.607205622,63,0,4627,NA,15,0,1,0,0
0,0.276593085,62,0,0.121835693,19000,8,0,1,0,0
0,0.128419662,59,0,0.226433961,11000,10,0,1,0,0
0,0.059356682,32,0,4121,NA,10,0,1,0,0
0,0.000237284,64,0,0.427787663,6743,10,0,1,0,0
0,0.738420926,72,0,2367,NA,11,0,1,0,0
0,0.086492476,64,0,0.074734316,5833,8,0,1,0,1
0,0.222472191,30,0,0.589815683,3200,4,0,1,0,0
0,0.035754761,79,0,0.00829363,5666,5,0,0,0,1
0,0.003986049,81,0,0.207164676,3600,10,0,1,0,0
0,0.093741762,41,2,0.718171926,3675,10,0,3,0,2
0,0.231979494,58,0,0.373801016,10633,28,0,4,0,0
0,0.105969699,55,0,3063,NA,8,0,1,0,0
0,0.041411471,45,0,0.008456176,8750,3,0,0,0,3
0,0.223055966,44,0,0.430297475,12000,13,0,2,0,3
0,0.452864285,49,0,0.330947228,6006,10,0,1,0,1
0,0.016031741,74,0,1202,NA,4,0,1,0,NA
0,0.9999999,26,0,0.137820513,1871,1,0,0,0,0
0,0.15189171,59,0,0.301074556,15075,13,0,2,0,0
0,0.606025418,39,3,0.375647341,7916,10,0,2,0,2
0,0.075168462,48,0,1421,NA,3,0,1,0,0
0,0.061833522,49,0,2788,NA,6,0,2,0,0
0,0.010186243,47,0,0.022504141,24750,7,0,0,0,2
0,0.515975688,28,0,0.679853795,4650,14,0,1,0,0
0,0.347921078,42,0,0.373740482,13000,11,0,2,0,2
0,0.108983159,53,0,0.31035201,4800,10,0,1,0,0
0,0.165720783,68,0,0.311916978,8575,10,0,1,0,0
0,0.194625748,31,1,0.283571758,4333,20,0,0,0,0
0,0.48987523,34,0,0.319171724,2800,3,0,0,0,1
0,0.958820874,56,0,0.236573549,9700,12,0,1,0,1
0,0.799018271,30,0,1.298161471,1250,4,0,1,0,0
0,0.011505437,52,0,0.274253271,4050,9,0,1,0,0
0,0.819115784,54,0,0.528381219,2853,7,0,1,0,0
0,0,39,0,0.551779288,2500,7,0,2,0,0
0,0.122544324,57,0,0.42893401,4333,9,0,1,0,1
0,0.667833042,60,0,81,NA,2,0,0,0,0
0,0.3882572,45,0,1.112942122,4975,13,0,4,0,1
0,2.258964143,33,2,0.032483758,2000,1,1,0,0,2
0,0.013767118,64,0,2004,NA,10,0,2,0,0
0,0.187797808,85,0,790,NA,6,0,0,0,0
0,0.9999999,34,1,0,5400,0,1,0,0,0
0,0.037379559,37,0,0.333851794,9000,11,0,2,0,0
0,0.00339983,63,0,0.262694922,2500,5,0,0,0,0
0,0.020480494,35,0,1673,NA,10,0,1,0,1
0,0.106475741,32,0,0.802308265,2685,5,0,1,0,1
0,0.518186405,73,0,0.504887091,8900,17,0,1,0,1
0,0.003735788,39,0,0.459166466,4150,10,0,2,0,0
0,0.9999999,38,0,2628,NA,6,0,1,0,0
0,0.196960608,40,0,0.006959443,4166,1,0,0,0,0
0,0.802993617,42,1,0.524458002,9178,9,0,1,0,3
0,0.9999999,36,0,0.194963754,2620,3,0,0,0,0
0,0.707145775,64,0,3930,NA,13,0,2,0,0
0,0.288592785,51,0,0.226213976,10131,4,0,2,0,3
0,0.397244161,25,0,0.294852574,2000,5,0,0,0,0
0,0.197440895,36,0,777,NA,3,0,1,0,NA
